Product Name,Over_All_Rating,Price,Date,Rating,Name,Comment
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,25 Sept 2024,4,Ravijith,Good buy.. looks sturdy 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,22 Sept 2024,5,Siraj Athaniya,"# Nice shirt 
# decent look
# fabric awesome "
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,19 Aug 2024,5,Naman Mathur,"Feels like premium quality, perfect fit"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,24 Jan 2024,5,Myntra Customer,Wow nice shirt cloth very good quality
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,5 Feb 2025,4,Aproop M,"Loved the colour tone & fit. Looks so dope 
"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,4 Sept 2024,5,Shashank Chaudhari,"Perfect fitting, good quality 👌🏼"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,9 July 2024,5,Venkat,Quality is best and worth of money 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,21 June 2024,4,Badhri,Nice shirt good quality 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,3 July 2024,5,Santosh Kumbar,Shirt quality is good and more attractive.
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,6 July 2023,5,Shrikar Badganchi,The colour of Shirts looks Fascinating and the quality of the fabric is Good.
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,9 July 2024,5,Venkat,Quality is best and worth of money 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,18 Dec 2024,5,Myntra Customer,Always loving this brand quality
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,16 Oct 2024,4,Myntra Customer,Best buy this one for me 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,17 Nov 2024,4,Myntra Customer,"Superb ni e fitting 
"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,6 Nov 2023,3,Myntra Customer,Shirt was little short and little tight as per the L size
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,3 June 2024,5,Myntra Customer,"Very good quality, highly recommended "
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,4 June 2024,5,Myntra Customer,Comfortable tahirt good feel of cloth
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,10 May 2024,5,Myntra Customer,Very nice I am satisfied full 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,26 May 2024,5,Myntra Customer,This shirt is too good.. quality is good 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,27 Sept 2024,5,Myntra Customer,Good quality. Loved the shirt.
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,2 June 2024,5,Myntra Customer,"Best comany i ever seen,,⭐"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,27 Sept 2024,5,Myntra Customer,Sooo breathable fabric and very good one
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,10 July 2024,4,Myntra Customer,Good quality. Worth buying
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,5 Sept 2024,5,Myntra Customer,"Awesome, Nice fitting Best quality "
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,6 Oct 2024,5,Myntra Customer,Good one and as per image.
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,22 July 2023,3,Myntra Customer,
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,6 Sept 2024,5,Myntra Customer,Such an amazing shirt.
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,19 Jan 2025,5,Myntra Customer,Amazing colour and Fit ! 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,21 Nov 2024,5,Myntra Customer,Loved the fit and colour 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,5 May 2024,5,Myntra Customer,Branded is really good 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,20 July 2024,5,Myntra Customer,"Best fitting loved it
"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,17 Oct 2024,3,Myntra Customer,"Bought this 38, but it is too tight but the quality is good

"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,10 Oct 2024,5,Myntra Customer,Super cloth and smooth fabric
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,4 Sept 2024,5,Myntra Customer,Original rare rabit shirt
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,14 May 2024,4,Myntra Customer,Best comfort in this segment 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,4 May 2024,5,Myntra Customer,Super quality meterial 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,15 Jan 2025,5,Myntra Customer,This is very good Product 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,15 July 2024,5,Myntra Customer,As usual the quality is good.
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,15 Dec 2024,5,Myntra Customer,Great fit and colour 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,9 Apr 2024,5,Myntra Customer,"Nice quality and fitting. 
"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,3 June 2024,5,Myntra Customer,Perfect fit and beautiful colour 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,5 Nov 2023,5,Myntra Customer,Excellent and superb genuine product
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,16 June 2023,5,Myntra Customer,The fit and colour is perfect 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,26 May 2024,5,Myntra Customer,So good looking products 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,16 July 2023,5,Myntra Customer,
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,11 Aug 2024,5,Myntra Customer,Looks great worth to buy
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,23 Apr 2024,5,Myntra Customer,Colour is vary classy 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,9 Nov 2023,5,Rishikesh,"Must buy good looking 
"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,1 Sept 2024,5,Shubham Dubey,Comfy classy nice product
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,21 Nov 2024,5,Sheetal,Nice colour and fabric
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,5 June 2024,3,Jay,Was good but colour wasn’t something i expected
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,18 Jan 2025,5,Myntra Customer,Perfect fit and colour 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,7 Oct 2024,5,Gowtham Gogineni,"
It’s fabric was good"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,5 Sept 2024,5,Rahul Jamloki,"Good product, very nice "
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,9 Oct 2024,3,Yashwanth,Best quality.Trustworthy delivery from Myntra 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,10 June 2023,5,Hs,Size issue I have 40 c.m. size is perfect
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,12 Nov 2023,3,Abhijith Mohan,The fit is not accurate 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,19 Aug 2023,3,Jeet,"Too pricey quality is avrage compared to other brands


"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,18 Oct 2024,3,Athira,The color looks faded in real
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,14 Dec 2023,1,Anand,The Color and quality of the product is the burst. I don't want to keep this product but No return is available with this. It is like making people fool with the product. I will never purchase this brand.
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,27 Dec 2023,3,Hasmukhbhai,Fabric is not that good. 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,24 Apr 2024,5,Sumeet Hiwale,
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,23 Jan 2025,4,Saurabh Khangale,Good cloth material
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,1 May 2024,4,Stitiprangya Barik,Very good quality
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,8 July 2023,4,Ankit Saxena,Good product 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,9 Oct 2024,4,Divyesh Thesiya,"Good, decent shirt 
"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,20 Nov 2024,4,Pratishtha,Short on tall ppl 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,4 Dec 2024,4,Pranjali Khare,Good one
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,9 July 2024,4,Mohana,Very premium 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,5 Nov 2024,4,Bhanu Msh,Awesome quality 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,14 Oct 2024,4,Riya,Good product 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,22 Sept 2024,4,Myntra Customer,Best fitting 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,13 Sept 2024,4,Myntra Customer,Good shirt 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,14 May 2024,4,Myntra Customer,Fitting is good
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,5 July 2024,4,Myntra Customer,Its good 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,10 Nov 2024,4,Myntra Customer,Very nice 👍
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,11 June 2024,4,Myntra Customer,nice loved it
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,24 Jan 2025,5,Myntra Customer,It is uber cool 😎
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,5 Sept 2024,4,Myntra Customer,Very good
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,23 Dec 2024,4,Myntra Customer,Nice product 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,27 Oct 2024,4,Myntra Customer,"Awesome 
"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,20 June 2024,4,Myntra Customer,Amazing quality 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,3 May 2024,4,Myntra Customer,Very good 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,13 June 2024,4,Abhishek,"Nice one
"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,22 May 2024,4,Shaiknoor,Good to go 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,7 Aug 2024,4,Jilan,Super
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,8 Oct 2024,4,Shilpa,Nice 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,11 June 2024,4,Bhaskar Siripurapu,Good 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,14 Sept 2024,5,Malay Das,The fit was perfect 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,15 June 2024,4,Shaik Yasin,Perfect fit
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,7 June 2024,4,Gokul,Nice 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,14 May 2024,5,Gauresh Naik,Elegant  product 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,15 Oct 2024,4,Lavanya,Good 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,7 Nov 2023,4,Abhishek Kumar,Gajab
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,29 Sept 2024,4,Mahi,Good 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,3 June 2024,4,Kiran,Nice
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,23 Apr 2024,4,Pagal,Good
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,6 Sept 2024,5,Himanshu Dwivedi,The fit was good
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,28 Sept 2024,5,Rachakatla Sushanth Raj,The cloth is superb
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,17 Dec 2024,4,Heli,"Nice shirt

"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,3 Dec 2023,5,Manjeet,Perfect product 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,16 July 2024,5,Sony,Very good product 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,5 June 2024,4,Dipesh Kumar,Ok
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,5 June 2024,4,Sagarika Dhar,"Good
"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,9 Aug 2024,5,Rahul Tiwari,Best quality 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,23 Sept 2024,4,Jilan,Good 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,9 Oct 2024,4,Rakesh Kumar, 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,30 Oct 2023,1,Sreerag Vr,"Oombiya saanam , Andi Quality don't buy waste of money"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,29 Nov 2024,4,Himan Patel,Good 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,2 Oct 2024,5,Sai,"Good nice product 

"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,15 July 2024,5,Sai Kumar Singh Thakur,I loved it. 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,20 June 2024,4,Sainath Reddy,Good
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,12 Jan 2025,5,Rubash Sha,Good product 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,26 June 2024,5,Swati,Always has grt fit 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,29 Oct 2024,5,Koushik,"Nice  product 
"
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,20 Aug 2023,5,Shubham Larkinse,Wow..... super 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,17 Feb 2025,4,Prasanthi,Nice
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,5 Sept 2024,5,Amit Babu,Nice shirt 
Buy RARE RABBIT Men Auxfo Slim Fit Button Down Collar Cotton Shirt  - Shirts for Men 23136562 | Myntra,4.2,₹1999,23 Nov 2023,5,Prashant,Great ❤️
